0,0
25,0
50,0
75,0
100,0
125,0
150,0
175,0
200,0
225,0
250,0
275,0
300,0
325,0
350,0
375,0
400,0
425,0
450,0
475,0
500,0
525,0
550,0
575,0
600,0
625,0
650,0
675,0
700,0
725,0
750,0
775,0
800,0
825,0
850,0
0,25
25,25
50,25
75,25
100,25
125,25
150,25
175,25
200,25
225,25
250,25
275,25
300,25
325,25
350,25
375,25
400,25
425,25
450,25
475,25
500,25
525,25
550,25
575,25
600,25
625,25
650,25
675,25
700,25
725,25
750,25
775,25
800,25
825,25
850,25
0,50
25,50
50,50
75,50
100,50
125,50
150,50
175,50
200,50
225,50
250,50
275,50
300,50
325,50
350,50
375,50
400,50
425,50
450,50
475,50
500,50
525,50
550,50
575,50
600,50
625,50
650,50
675,50
700,50
725,50
750,50
775,50
800,50
825,50
850,50
0,75
25,75
50,75
75,75
100,75
125,75
150,75
175,75
200,75
225,75
250,75
275,75
300,75
325,75
350,75
375,75
400,75
425,75
450,75
475,75
500,75
525,75
550,75
575,75
600,75
625,75
650,75
675,75
700,75
725,75
750,75
775,75
800,75
825,75
850,75
0,100
25,100
50,100
75,100
100,100
125,100
150,100
175,100
200,100
225,100
250,100
275,100
300,100
325,100
350,100
375,100
400,100
425,100
450,100
475,100
500,100
525,100
550,100
575,100
600,100
625,100
650,100
675,100
700,100
725,100
750,100
775,100
800,100
825,100
850,100
0,125
25,125
50,125
75,125
100,125
125,125
150,125
175,125
200,125
225,125
250,125
275,125
300,125
325,125
350,125
375,125
400,125
425,125
450,125
475,125
500,125
525,125
550,125
575,125
600,125
625,125
650,125
675,125
700,125
725,125
750,125
775,125
800,125
825,125
850,125
0,150
25,150
50,150
75,150
100,150
125,150
150,150
175,150
200,150
225,150
250,150
275,150
300,150
325,150
350,150
375,150
400,150
425,150
450,150
475,150
500,150
525,150
550,150
575,150
600,150
625,150
650,150
675,150
700,150
725,150
750,150
775,150
800,150
825,150
850,150
0,175
25,175
50,175
75,175
100,175
125,175
150,175
175,175
200,175
225,175
250,175
275,175
300,175
325,175
350,175
375,175
400,175
425,175
450,175
475,175
500,175
525,175
550,175
575,175
600,175
625,175
650,175
675,175
700,175
725,175
750,175
775,175
800,175
825,175
850,175
0,200
25,200
50,200
75,200
100,200
125,200
150,200
175,200
200,200
225,200
250,200
275,200
300,200
325,200
350,200
375,200
400,200
425,200
450,200
475,200
500,200
525,200
550,200
575,200
600,200
625,200
650,200
675,200
700,200
725,200
750,200
775,200
800,200
825,200
850,200
0,225
25,225
50,225
75,225
100,225
125,225
150,225
175,225
200,225
225,225
250,225
275,225
300,225
325,225
350,225
375,225
400,225
425,225
450,225
475,225
500,225
525,225
550,225
575,225
600,225
625,225
650,225
675,225
700,225
725,225
750,225
775,225
800,225
825,225
850,225
0,250
25,250
50,250
75,250
100,250
125,250
150,250
175,250
200,250
225,250
250,250
275,250
300,250
325,250
350,250
375,250
400,250
425,250
450,250
475,250
500,250
525,250
550,250
575,250
600,250
625,250
650,250
675,250
700,250
725,250
750,250
775,250
800,250
825,250
850,250
0,275
25,275
50,275
75,275
100,275
125,275
150,275
175,275
200,275
225,275
250,275
275,275
300,275
325,275
350,275
375,275
400,275
425,275
450,275
475,275
500,275
525,275
550,275
575,275
600,275
625,275
650,275
675,275
700,275
725,275
750,275
775,275
800,275
825,275
850,275
0,300
25,300
50,300
75,300
100,300
125,300
150,300
175,300
200,300
225,300
250,300
275,300
300,300
325,300
350,300
375,300
400,300
425,300
450,300
475,300
500,300
525,300
550,300
575,300
600,300
625,300
650,300
675,300
700,300
725,300
750,300
775,300
800,300
825,300
850,300
0,325
25,325
50,325
75,325
100,325
125,325
150,325
175,325
200,325
225,325
250,325
275,325
300,325
325,325
350,325
375,325
400,325
425,325
450,325
475,325
500,325
525,325
550,325
575,325
600,325
625,325
650,325
675,325
700,325
725,325
750,325
775,325
800,325
825,325
850,325
0,350
25,350
50,350
75,350
100,350
125,350
150,350
175,350
200,350
225,350
250,350
275,350
300,350
325,350
350,350
375,350
400,350
425,350
450,350
475,350
500,350
525,350
550,350
575,350
600,350
625,350
650,350
675,350
700,350
725,350
750,350
775,350
800,350
825,350
850,350
0,375
25,375
50,375
75,375
100,375
125,375
150,375
175,375
200,375
225,375
250,375
275,375
300,375
325,375
350,375
375,375
400,375
425,375
450,375
475,375
500,375
525,375
550,375
575,375
600,375
625,375
650,375
675,375
700,375
725,375
750,375
775,375
800,375
825,375
850,375
0,400
25,400
50,400
75,400
100,400
125,400
150,400
175,400
200,400
225,400
250,400
275,400
