250,900
260,900
270,900
280,900
290,900
300,900
310,900
320,900
330,900
340,900
350,900
360,900
370,900
380,900
390,900
400,900
410,900
420,900
430,900
440,900
450,900
0,1000
10,1000
20,1000
30,1000
40,1000
50,1000
60,1000
70,1000
80,1000
90,1000
100,1000
110,1000
120,1000
130,1000
140,1000
150,1000
160,1000
170,1000
180,1000
190,1000
200,1000
210,1000
220,1000
230,1000
240,1000
250,1000
260,1000
270,1000
280,1000
290,1000
300,1000
310,1000
320,1000
330,1000
340,1000
350,1000
360,1000
370,1000
380,1000
390,1000
400,1000
410,1000
420,1000
430,1000
440,1000
450,1000
0,1100
10,1100
20,1100
30,1100
40,1100
50,1100
60,1100
70,1100
80,1100
90,1100
100,1100
110,1100
120,1100
130,1100
140,1100
150,1100
160,1100
170,1100
180,1100
190,1100
200,1100
210,1100
220,1100
230,1100
240,1100
250,1100
260,1100
270,1100
280,1100
290,1100
300,1100
310,1100
320,1100
330,1100
340,1100
350,1100
360,1100
370,1100
380,1100
390,1100
400,1100
410,1100
420,1100
430,1100
440,1100
450,1100
0,1200
10,1200
20,1200
30,1200
40,1200
50,1200
60,1200
70,1200
80,1200
90,1200
100,1200
110,1200
120,1200
130,1200
140,1200
150,1200
160,1200
170,1200
180,1200
190,1200
200,1200
210,1200
220,1200
230,1200
240,1200
250,1200
260,1200
270,1200
280,1200
290,1200
300,1200
310,1200
320,1200
330,1200
340,1200
350,1200
360,1200
370,1200
380,1200
390,1200
400,1200
410,1200
420,1200
430,1200
440,1200
450,1200
0,1300
10,1300
20,1300
30,1300
40,1300
50,1300
60,1300
70,1300
80,1300
90,1300
100,1300
110,1300
120,1300
130,1300
140,1300
150,1300
160,1300
170,1300
180,1300
190,1300
200,1300
210,1300
220,1300
230,1300
240,1300
250,1300
260,1300
270,1300
280,1300
290,1300
300,1300
310,1300
320,1300
330,1300
340,1300
350,1300
360,1300
370,1300
380,1300
390,1300
400,1300
410,1300
420,1300
430,1300
440,1300
450,1300
0,1400
10,1400
20,1400
30,1400
40,1400
50,1400
60,1400
70,1400
80,1400
90,1400
100,1400
110,1400
120,1400
130,1400
140,1400
150,1400
160,1400
170,1400
180,1400
190,1400
200,1400
210,1400
220,1400
230,1400
240,1400
250,1400
260,1400
270,1400
280,1400
290,1400
300,1400
310,1400
320,1400
330,1400
340,1400
350,1400
360,1400
370,1400
380,1400
390,1400
400,1400
410,1400
420,1400
430,1400
440,1400
450,1400
0,1500
10,1500
20,1500
30,1500
40,1500
50,1500
60,1500
70,1500
80,1500
90,1500
100,1500
110,1500
120,1500
130,1500
140,1500
150,1500
160,1500
170,1500
180,1500
190,1500
200,1500
210,1500
220,1500
230,1500
240,1500
250,1500
260,1500
270,1500
280,1500
290,1500
300,1500
310,1500
320,1500
330,1500
340,1500
350,1500
360,1500
370,1500
380,1500
390,1500
400,1500
410,1500
420,1500
430,1500
440,1500
450,1500
